FECHA;AGUASCALIENTES;BAJA CALIFORNIA;BAJA CALIFORNIA SUR;CAMPECHE;COAHUILA;COLIMA;CHIAPAS;CHIHUAHUA;CDMX;DURANGO;GUANAJUATO;GUERRERO;HIDALGO;JALISCO;ESTADO DE MÉXICO;MICHOACÁN;MORELOS;NAYARIT;NUEVO LEÓN;OAXACA;PUEBLA;QUERÉTARO;QUINTANA ROO;SAN LUIS POTOSÍ;SINALOA;SONORA;TABASCO;TAMAULIPAS;TLAXCALA;VERACRUZ;YUCATÁN;ZACATECAS
30/11/2006;22.30;1.70;0.00;91.30;1.70;20.30;94.40;0.00;38.70;0.20;15.20;38.80;37.60;8.90;31.90;18.00;17.00;0.40;30.80;69.40;83.30;15.20;153.40;59.20;0.00;1.10;149.80;21.30;46.10;136.30;64.90;8.80
31/12/2006;16.20;6.20;0.10;71.40;27.20;1.00;71.30;28.90;4.30;19.90;9.60;0.30;19.40;9.70;0.70;4.10;0.20;7.50;39.30;31.80;33.80;4.00;141.00;39.50;12.20;7.70;219.00;52.80;1.40;103.60;59.10;16.20
31/01/2007;17.20;12.80;6.10;76.30;47.10;14.10;104.00;58.40;5.20;10.30;11.50;1.00;9.40;17.50;5.00;11.50;2.60;21.00;28.10;9.00;18.90;1.60;64.40;15.30;22.50;26.60;363.90;38.30;9.60;53.80;28.40;19.00
28/02/2007;16.20;28.60;0.60;88.30;1.20;0.30;31.60;0.20;21.90;0.00;22.80;0.90;48.80;7.90;13.30;12.40;2.40;1.40;16.00;26.60;44.40;20.50;102.80;61.90;0.30;0.20;127.30;37.10;18.10;73.90;73.90;3.40
31/03/2007;0.00;3.40;0.00;9.60;28.90;0.00;33.40;3.40;18.90;0.00;2.40;0.20;20.10;0.10;17.00;3.80;1.50;0.00;7.60;8.10;21.90;7.20;24.10;16.10;0.10;5.00;55.80;21.90;6.90;18.50;26.20;0.20
30/04/2007;1.30;5.60;0.00;16.90;21.80;0.00;58.50;0.50;22.80;0.20;8.80;16.40;33.50;1.90;28.50;7.40;5.30;0.00;43.90;29.40;49.60;39.90;13.70;50.60;0.00;0.30;31.30;32.20;38.70;41.70;12.20;2.20
31/05/2007;9.30;0.60;0.00;23.90;97.70;0.00;148.00;11.80;58.50;2.80;22.40;41.90;44.80;2.60;55.70;19.60;37.50;0.10;130.30;52.30;75.00;25.80;117.00;70.30;0.00;0.50;29.00;71.00;76.90;40.30;88.00;3.10
30/06/2007;247.50;0.00;0.00;112.90;85.50;69.90;256.60;47.30;98.80;107.50;180.90;132.60;94.10;191.90;125.00;136.00;190.20;121.30;103.30;125.00;130.80;127.80;94.80;163.10;39.20;12.40;87.50;135.90;112.10;105.50;76.70;175.70
31/07/2007;161.70;0.00;82.20;119.70;132.40;273.70;279.30;117.20;191.00;138.50;258.20;242.40;127.50;242.50;206.80;188.50;188.30;296.30;114.60;267.60;190.50;187.40;39.10;182.30;146.80;103.80;105.50;236.20;135.30;131.60;102.30;102.30
31/08/2007;57.60;0.00;49.40;325.10;25.90;329.80;459.10;120.50;196.90;67.60;137.60;416.30;241.10;171.50;184.30;235.10;175.50;370.10;122.10;306.10;365.20;100.90;198.90;336.90;192.50;88.90;469.20;219.30;139.90;346.10;208.90;60.10
30/09/2007;56.60;1.50;122.30;221.50;60.00;203.80;368.30;75.00;193.70;83.80;120.90;194.90;137.70;153.50;163.90;151.50;119.80;192.50;105.20;190.00;310.40;86.50;107.00;233.10;171.30;157.00;313.70;149.30;102.70;304.20;211.00;55.50
31/10/2007;11.50;0.20;48.00;276.40;4.20;121.70;503.20;14.00;50.90;12.70;21.00;140.30;94.40;37.00;65.90;40.80;48.90;48.90;15.80;115.30;131.50;29.90;189.50;66.70;16.00;1.10;802.50;35.10;23.80;226.20;136.80;12.10
30/11/2007;2.90;31.20;0.00;26.90;16.80;3.20;41.40;15.60;6.60;4.00;10.00;2.00;30.30;6.90;8.80;9.00;0.90;3.40;10.80;17.50;46.40;10.70;99.30;22.10;18.20;28.20;109.00;22.80;7.60;105.90;20.40;5.30
31/12/2007;0.40;21.60;1.40;9.60;0.80;12.60;19.20;32.60;1.30;2.20;2.20;4.30;9.50;3.20;2.10;8.40;0.70;0.00;0.80;8.30;25.50;1.00;42.70;4.30;31.70;20.50;59.40;3.30;5.60;54.90;6.60;1.20
31/01/2008;0.00;64.10;12.70;25.20;5.60;0.00;69.90;20.20;0.10;0.30;0.60;0.00;13.30;0.00;0.20;0.20;0.00;0.00;29.40;28.20;35.80;0.00;62.50;10.70;0.30;11.00;259.70;22.00;0.40;50.20;29.90;0.00
29/02/2008;3.10;35.30;0.00;66.30;0.10;0.00;50.60;1.40;2.90;1.20;2.50;0.00;5.50;0.80;1.10;0.80;0.40;0.00;5.20;5.10;17.90;6.30;28.00;10.80;1.00;3.50;115.80;22.90;4.70;31.60;87.10;4.00
31/03/2008;0.00;0.80;0.80;28.70;6.50;0.00;33.30;2.60;3.10;0.10;0.20;0.10;15.90;0.10;1.90;0.00;0.00;0.40;7.50;8.00;12.70;1.40;46.10;5.70;1.60;0.40;63.90;3.30;3.20;17.90;45.90;0.70
30/04/2008;13.20;0.00;0.00;54.80;15.50;0.00;90.80;0.30;39.40;2.10;3.80;11.20;41.60;5.00;32.10;11.20;13.90;0.00;30.90;23.20;82.00;3.40;17.40;32.20;0.00;0.00;146.30;50.60;30.60;48.20;24.00;7.10
31/05/2008;19.60;0.70;0.00;126.50;70.80;1.40;203.20;11.50;42.60;9.00;19.70;15.40;52.60;7.30;25.90;11.70;40.70;0.10;53.60;70.30;63.60;23.30;91.90;55.00;0.10;0.80;150.20;50.20;54.00;72.80;44.30;10.60
30/06/2008;72.20;0.00;0.00;279.20;20.30;88.40;431.30;30.70;152.80;35.30;140.30;208.20;120.50;186.60;154.10;150.70;259.70;151.00;15.90;415.80;312.80;96.30;193.70;197.00;16.40;21.30;308.40;96.40;168.20;308.20;208.10;66.90
31/07/2008;201.00;1.90;5.10;104.00;74.70;342.50;390.00;179.60;164.00;166.00;247.10;296.50;168.40;244.50;158.70;242.90;251.50;486.40;147.30;393.20;266.20;187.30;123.10;380.20;236.20;123.50;204.20;347.00;177.90;249.70;110.50;162.40
31/08/2008;262.70;12.60;8.80;194.30;208.30;164.50;315.80;163.40;184.70;232.20;208.40;295.70;112.70;212.10;171.90;211.60;221.10;479.40;177.50;243.60;163.30;213.80;44.90;226.70;258.50;161.00;221.70;184.10;116.70;125.00;67.40;199.90
30/09/2008;78.50;0.10;98.90;426.70;45.30;255.00;486.00;103.90;113.60;161.80;101.10;251.30;169.20;168.50;99.40;152.30;201.40;326.20;281.10;353.20;264.60;106.50;128.40;307.70;190.30;107.30;649.40;199.60;110.40;387.10;199.10;117.30
31/10/2008;6.40;0.20;4.90;234.00;8.90;81.10;224.20;33.90;37.70;34.20;8.60;190.20;88.80;43.40;34.30;43.10;34.00;105.20;66.50;132.40;138.40;3.40;431.40;133.90;33.30;14.20;317.50;47.70;12.70;203.80;67.60;11.10
30/11/2008;0.00;33.60;23.60;4.90;0.40;0.20;25.80;1.90;0.00;0.10;0.00;3.80;11.90;0.50;0.00;0.00;0.00;1.80;6.20;20.40;24.90;0.00;10.20;12.80;0.20;12.70;54.30;20.80;0.00;53.80;2.90;0.30
31/12/2008;0.20;111.90;12.00;15.40;2.60;0.00;34.00;0.70;0.00;0.30;0.50;0.00;3.10;0.00;0.00;0.20;0.00;0.10;3.00;16.90;13.70;0.00;32.30;2.60;0.00;2.10;125.90;2.40;1.00;25.60;12.50;0.10
31/01/2009;0.80;3.00;0.60;31.90;1.70;2.00;47.00;8.20;13.20;2.30;2.60;0.60;21.00;4.20;10.00;6.60;2.80;0.00;13.50;19.00;23.50;10.70;66.40;12.30;2.50;7.80;152.20;6.60;5.70;38.50;21.90;1.70
28/02/2009;0.00;56.10;0.70;14.60;1.50;0.00;18.50;0.70;6.80;0.30;0.10;3.30;19.70;0.00;5.20;1.10;4.20;0.00;12.30;29.30;58.80;0.80;26.60;16.30;0.00;6.10;48.30;15.20;0.60;49.00;7.70;0.20
31/03/2009;0.80;0.40;0.00;13.50;17.70;0.00;29.00;9.90;8.60;2.40;3.80;0.10;8.60;1.00;9.80;2.60;2.40;0.00;7.90;2.90;12.80;4.20;22.30;16.40;1.00;4.80;44.00;6.60;12.90;9.30;13.30;1.30
30/04/2009;1.10;6.00;0.00;16.90;18.60;0.00;27.00;0.10;5.90;1.80;4.30;2.10;5.30;1.30;3.60;1.90;4.10;0.00;16.50;15.70;29.80;1.20;12.00;4.70;0.00;0.20;72.80;5.10;1.40;28.90;6.30;2.70
31/05/2009;13.90;0.70;0.10;28.20;55.30;8.20;168.10;33.10;41.70;31.30;42.20;60.10;74.60;40.00;57.30;56.60;87.80;15.50;43.90;72.20;91.70;40.70;86.50;65.90;11.60;11.10;97.00;92.90;72.20;63.30;32.80;27.20
30/06/2009;86.00;1.10;0.90;173.10;34.90;125.60;369.00;69.60;86.30;76.50;137.30;240.90;79.70;129.40;108.60;134.30;190.00;249.70;21.50;241.80;168.80;88.30;172.20;90.40;72.30;40.80;176.80;54.50;124.90;160.20;111.10;86.90
31/07/2009;47.80;0.00;4.10;163.60;20.80;154.80;214.50;106.10;103.60;88.70;90.10;158.10;46.80;147.40;98.60;153.20;105.90;251.10;32.20;201.80;153.00;59.40;65.30;55.80;153.10;108.00;114.50;22.40;68.50;165.50;84.60;71.40
31/08/2009;95.50;1.00;36.80;252.50;22.60;182.90;333.70;95.00;143.00;121.40;78.90;166.70;97.30;142.80;123.00;133.60;202.60;296.00;37.50;210.20;164.30;77.40;81.20;132.90;165.50;95.70;248.20;54.20;88.60;217.00;124.60;101.70
30/09/2009;98.10;0.40;100.00;190.60;91.30;159.60;300.00;57.20;227.80;123.90;197.30;214.30;247.30;155.20;216.10;207.30;323.80;215.30;167.10;264.60;349.90;125.80;117.80;305.70;84.50;70.80;251.00;211.90;214.00;358.20;115.40;112.60
31/10/2009;51.10;0.70;71.10;64.60;26.50;213.40;245.90;66.50;72.10;54.60;53.50;137.80;145.30;66.30;87.70;61.70;102.10;131.60;61.90;160.40;132.60;63.00;152.40;152.20;148.20;85.80;158.70;44.90;66.80;193.10;39.90;38.20
30/11/2009;13.50;12.40;0.30;137.30;21.20;0.00;142.00;12.10;0.70;4.60;0.40;6.30;18.40;6.90;1.70;0.30;2.60;47.20;48.10;16.40;30.80;2.00;243.30;30.90;9.40;5.90;255.50;45.60;4.90;107.20;132.30;25.60
31/12/2009;6.30;33.60;11.00;46.70;18.70;13.90;58.40;10.40;3.40;11.60;12.70;0.80;26.40;9.20;4.10;6.40;3.30;74.80;20.70;33.40;20.30;16.50;54.80;67.50;14.50;7.90;111.50;67.70;6.90;80.10;46.40;18.10
31/01/2010;32.70;79.60;6.40;51.30;37.60;26.70;45.10;32.80;25.80;10.50;53.10;36.40;61.70;29.00;35.10;43.10;27.00;19.60;29.10;19.40;59.80;39.50;76.80;52.50;15.90;59.80;163.60;23.90;43.80;80.40;26.40;24.10
28/02/2010;109.00;57.00;17.20;10.30;31.40;191.70;17.80;21.10;57.30;38.70;151.60;113.90;85.10;122.30;124.30;179.10;100.90;124.20;36.50;28.40;61.10;139.90;35.50;90.70;47.00;31.30;52.60;71.90;67.70;59.50;14.30;87.40
31/03/2010;0.00;23.00;1.90;3.60;6.80;0.00;14.80;1.40;1.60;7.40;0.60;0.00;5.30;0.00;0.40;0.20;0.40;0.30;14.30;17.70;15.40;0.90;10.90;4.40;1.90;6.40;35.20;6.00;3.20;19.70;11.40;0.40
30/04/2010;0.60;30.30;0.00;29.10;80.20;0.00;70.40;13.00;14.90;3.80;5.50;0.00;59.00;0.80;12.30;1.70;9.60;0.10;162.40;45.70;55.10;22.10;221.90;94.60;1.10;6.20;37.20;111.90;58.50;89.00;53.80;1.60
31/05/2010;5.30;0.00;0.00;107.40;83.00;0.10;186.40;4.10;27.30;7.80;6.50;7.40;32.70;5.00;22.80;10.30;7.10;0.20;49.90;25.00;37.20;11.00;187.90;49.30;0.60;0.00;73.00;76.30;35.60;23.70;96.60;2.70
30/06/2010;56.40;0.00;0.00;327.70;74.10;83.20;507.50;36.90;94.30;59.40;79.50;201.70;48.80;125.40;89.70;131.40;182.80;54.00;209.60;241.10;117.10;86.20;120.90;85.40;3.10;5.10;319.80;131.60;80.30;131.90;180.00;36.60
31/07/2010;138.70;0.40;0.80;266.00;177.80;238.70;395.10;180.10;203.30;199.00;243.00;318.40;337.90;282.80;243.70;330.10;304.70;471.20;352.70;371.30;354.40;204.40;292.10;563.60;154.00;130.70;310.10;327.70;237.30;432.20;228.70;160.00
31/08/2010;70.60;2.90;6.70;279.20;16.30;356.20;756.70;76.30;174.50;75.60;125.80;518.20;100.90;216.90;161.50;232.70;316.00;507.40;45.50;679.30;279.20;79.40;130.20;107.10;191.70;117.90;664.80;44.50;164.60;395.60;219.00;79.60
30/09/2010;77.60;3.90;73.70;237.50;81.90;301.10;559.50;100.20;93.70;154.00;131.30;310.00;174.20;156.90;114.30;152.70;249.30;462.50;322.20;460.50;273.60;130.70;217.90;284.90;175.50;80.00;551.70;207.30;125.30;397.20;182.50;115.50
31/10/2010;2.20;29.70;2.10;56.00;2.00;3.10;58.40;3.70;3.70;2.90;0.70;9.00;20.40;1.20;3.80;2.90;1.80;10.30;8.40;18.30;62.50;2.90;63.80;22.60;5.50;10.70;91.60;9.90;7.80;87.00;39.80;1.10
30/11/2010;0.00;8.90;0.00;48.00;0.90;0.00;89.90;0.20;1.40;0.00;0.00;6.00;9.20;0.00;1.80;2.10;7.30;0.00;0.00;26.90;43.00;0.00;130.70;2.40;0.00;0.00;207.60;0.10;5.00;47.50;16.80;0.00
31/12/2010;0.00;61.70;0.50;9.10;0.00;0.00;28.70;0.20;0.10;0.20;0.10;0.00;3.50;0.00;0.00;0.00;0.00;0.00;0.60;6.50;6.70;0.10;15.20;2.50;0.10;4.90;54.70;0.10;0.00;27.40;2.30;0.00
31/01/2011;0.50;5.00;0.10;65.80;7.60;0.00;46.00;2.90;0.10;0.90;1.90;0.00;13.50;0.60;0.70;0.60;0.00;0.70;23.80;35.60;15.80;0.10;40.10;16.00;0.10;0.70;159.10;33.70;0.00;76.40;48.00;0.10
28/02/2011;0.00;75.20;0.40;10.00;0.50;0.00;37.10;0.30;0.70;0.00;0.00;0.00;4.50;0.00;0.30;0.00;0.00;0.00;0.00;6.30;7.40;0.10;91.20;2.80;0.00;1.70;120.90;0.30;0.00;18.50;34.40;0.40
31/03/2011;0.00;29.90;0.60;16.40;2.50;0.00;84.30;0.00;8.10;0.00;0.10;0.70;6.40;0.20;2.20;1.10;1.80;0.00;12.10;3.80;26.60;8.40;100.90;14.30;0.00;0.10;106.90;7.70;7.00;21.80;24.60;0.10
30/04/2011;0.40;10.50;0.40;17.10;4.70;0.10;74.20;0.00;39.80;0.20;7.40;9.60;36.60;2.70;20.80;5.90;8.10;0.00;4.30;16.60;39.10;3.70;3.20;5.00;0.10;1.60;25.90;0.30;32.00;14.60;4.80;0.10
31/05/2011;0.50;7.10;0.50;35.10;9.30;3.70;149.50;1.10;28.00;0.70;4.60;33.90;11.10;5.00;24.70;13.60;50.00;0.00;13.20;30.90;71.30;7.50;14.90;34.60;0.00;0.10;93.90;20.10;61.20;35.00;10.10;10.80
30/06/2011;48.10;0.00;0.00;201.90;19.00;174.80;300.60;11.60;129.80;3.10;72.00;278.70;245.70;97.80;131.90;125.40;190.20;91.20;85.10;248.30;225.80;131.80;277.40;276.70;3.80;7.00;155.00;234.60;134.10;206.70;223.70;28.60
31/07/2011;32.40;9.70;6.80;187.90;32.70;392.80;458.50;101.00;230.50;106.80;89.30;312.20;199.80;203.80;221.00;270.60;222.50;390.70;79.10;453.10;290.50;62.30;180.10;372.00;250.90;117.00;478.50;119.20;172.60;374.20;163.80;73.40
31/08/2011;58.60;2.70;16.50;194.80;25.20;215.00;433.70;76.40;158.90;66.50;78.90;298.50;58.70;137.40;116.90;145.10;265.20;436.40;29.90;292.50;261.10;74.50;112.90;64.70;222.60;103.60;242.50;49.40;152.00;247.00;119.70;79.40
30/09/2011;90.60;3.50;21.20;191.20;19.50;197.70;422.30;23.90;101.90;57.50;87.30;158.00;72.90;76.40;63.50;76.90;136.10;181.30;36.80;186.50;167.90;56.70;125.50;61.70;64.50;38.50;445.50;65.90;86.20;264.40;189.80;95.40
31/10/2011;25.60;4.20;1.60;177.20;25.60;382.00;273.70;9.20;62.00;4.90;36.70;100.00;19.60;78.20;59.10;43.90;80.10;28.40;55.90;64.60;85.90;24.40;382.50;39.80;6.80;3.50;401.50;33.10;60.90;149.00;100.70;25.00
30/11/2011;1.10;39.20;18.80;56.20;12.70;0.00;58.80;22.00;21.90;4.60;0.30;2.50;32.20;0.20;16.20;6.20;13.10;0.50;6.50;29.80;59.80;2.80;93.80;24.40;40.80;61.70;162.40;17.80;15.00;102.40;36.40;1.00
31/12/2011;0.00;19.80;2.50;27.30;16.70;0.00;42.90;12.10;0.90;0.40;0.20;0.30;4.10;0.00;0.30;0.50;0.50;0.00;24.10;20.60;28.80;0.00;53.80;10.30;5.70;24.60;104.40;21.20;2.30;43.50;16.80;0.20
31/01/2012;11.10;4.00;0.00;24.00;7.20;0.00;53.30;2.50;6.90;2.40;6.40;2.30;12.10;0.60;3.60;1.90;3.10;0.50;4.90;52.40;44.70;6.70;54.80;20.10;0.60;2.90;215.90;22.90;4.20;87.40;65.80;6.20
29/02/2012;51.90;27.50;9.40;22.70;19.30;76.10;38.60;7.40;28.20;9.60;59.50;6.10;49.60;63.70;33.60;59.50;20.10;30.30;71.00;21.80;57.50;53.80;58.10;48.30;5.70;8.50;149.00;79.90;30.50;47.30;15.60;36.20
31/03/2012;1.10;37.60;1.40;29.80;24.30;0.00;58.20;3.60;26.50;0.40;7.10;2.50;22.90;1.40;14.40;10.60;3.40;0.00;24.00;22.80;29.30;10.00;25.00;17.30;0.10;2.70;35.20;18.90;27.70;25.90;6.70;1.10
30/04/2012;0.00;17.60;0.20;28.20;19.20;0.10;57.80;6.50;15.10;4.30;1.70;4.90;23.20;0.10;9.00;0.90;6.40;0.20;23.40;44.00;42.10;4.90;97.10;63.20;0.20;0.50;52.20;51.40;22.40;59.80;112.40;1.80
31/05/2012;5.40;0.00;0.00;106.40;23.80;39.30;181.10;5.40;16.30;7.80;12.40;38.40;28.60;9.20;20.10;20.30;50.60;3.00;48.50;56.70;60.50;20.40;202.60;59.70;0.30;1.20;152.90;46.40;32.50;91.80;71.00;9.10
30/06/2012;60.00;0.10;0.00;268.80;13.50;255.20;264.00;12.20;96.00;17.10;85.80;217.10;87.70;123.80;130.10;142.60;159.30;208.10;59.40;349.20;231.10;110.50;215.80;143.10;57.50;20.20;270.00;123.60;202.30;228.00;168.80;38.10
31/07/2012;144.50;4.30;2.30;176.20;47.70;118.70;211.80;133.70;160.50;134.50;190.50;150.90;116.30;202.20;180.70;186.00;225.40;253.80;25.20;140.00;273.70;138.00;108.10;157.20;181.40;122.70;171.80;73.10;197.10;205.60;110.70;126.70
31/08/2012;89.40;7.80;104.50;199.70;39.10;204.90;418.10;120.70;108.40;97.00;99.70;243.90;195.40;158.70;130.90;192.40;207.50;325.50;83.30;315.40;333.30;113.80;202.80;195.00;239.10;117.90;385.10;86.00;174.60;406.80;122.30;111.20
30/09/2012;64.60;11.10;107.50;174.60;82.80;169.30;321.30;104.10;83.40;87.00;86.20;185.40;74.00;69.10;78.20;81.00;128.90;194.00;105.40;219.50;201.70;94.40;105.20;176.50;122.70;72.20;293.20;142.80;111.70;258.10;141.40;79.50
31/10/2012;6.40;1.90;65.80;81.00;20.30;66.70;194.40;33.40;14.90;26.00;5.70;98.80;12.80;22.00;14.80;25.40;31.10;37.70;41.60;93.80;63.20;7.00;179.10;37.20;44.40;4.20;203.10;34.00;36.20;164.70;100.60;9.90
30/11/2012;4.20;5.60;1.70;4.40;22.90;36.10;29.00;20.60;12.70;9.40;14.90;10.70;26.10;6.10;12.50;28.40;4.40;2.30;73.60;30.30;42.20;27.90;43.90;53.90;5.20;1.70;18.60;45.20;6.60;89.20;17.50;5.40
31/12/2012;9.10;32.80;13.10;25.40;3.50;24.20;57.70;21.40;0.00;10.70;3.40;0.50;3.70;12.20;0.60;5.80;0.20;4.70;2.10;14.10;11.20;2.50;45.60;2.90;40.00;27.40;122.80;3.10;3.30;31.30;15.40;5.60
31/01/2013;51.60;28.90;8.60;113.70;15.40;98.00;59.00;18.50;2.20;4.60;11.40;7.00;7.70;46.00;4.10;17.70;0.80;18.70;28.00;11.40;8.30;4.90;51.30;22.50;4.00;19.10;185.90;30.90;4.10;28.70;56.70;27.00
28/02/2013;0.00;12.20;0.50;15.70;1.80;0.00;16.90;1.90;1.40;0.10;0.20;0.10;8.50;0.10;0.90;0.10;0.30;0.50;2.50;11.90;11.70;3.80;40.70;4.80;0.10;5.10;34.30;3.20;7.50;29.30;12.80;0.40
31/03/2013;0.40;6.30;0.80;7.00;1.80;6.60;15.70;1.10;2.30;0.10;2.40;7.50;8.70;2.20;7.70;10.30;8.90;0.50;6.50;12.10;16.30;5.90;39.10;10.00;0.20;2.20;48.70;9.60;8.00;30.80;10.70;0.80
30/04/2013;0.20;0.40;0.10;19.50;12.30;0.10;29.60;0.50;15.60;0.30;1.00;7.10;9.80;0.10;11.90;0.90;6.50;1.00;27.20;13.60;20.50;7.40;18.60;2.70;0.20;1.00;37.10;28.20;16.30;19.10;37.00;0.80
31/05/2013;18.90;3.40;1.20;119.70;44.10;2.80;214.60;7.60;52.80;4.70;27.00;69.60;53.20;18.40;56.90;24.80;144.50;5.10;76.00;73.90;92.50;41.20;77.90;42.80;1.20;0.90;141.30;55.20;69.10;120.30;72.50;14.20
30/06/2013;75.40;3.80;4.10;248.80;52.40;124.20;339.30;52.10;107.10;29.70;94.60;195.70;100.00;114.40;124.20;122.90;262.50;151.40;47.50;187.90;204.50;89.20;254.70;87.50;35.70;9.70;266.10;100.80;117.70;254.60;216.90;54.60
31/07/2013;205.70;30.60;18.30;215.10;76.50;239.10;248.40;204.90;113.80;147.40;214.80;154.40;100.50;223.60;161.10;234.60;254.00;216.70;72.10;133.50;203.20;159.30;208.70;102.10;169.40;148.30;230.10;94.40;161.00;158.70;154.70;158.50
31/08/2013;80.10;31.60;65.80;259.00;28.00;300.00;309.90;99.10;130.30;89.40;107.10;156.30;116.70;153.90;133.00;160.90;256.30;289.90;51.30;204.20;227.90;116.60;220.70;134.80;197.20;97.30;297.50;132.90;96.20;265.20;205.60;79.60
30/09/2013;154.30;33.50;54.10;215.60;121.20;731.10;394.90;103.00;169.70;138.50;185.90;535.50;218.90;304.80;221.90;359.40;393.90;324.20;291.30;409.40;349.10;203.00;377.40;260.90;298.60;81.00;276.30;402.80;202.80;408.60;270.10;144.50
31/10/2013;45.30;13.40;56.30;171.50;40.10;124.60;299.50;33.90;64.30;19.30;47.30;103.20;79.40;60.20;71.70;74.10;114.50;32.90;29.70;98.10;125.20;64.30;235.80;61.50;16.10;25.10;378.40;43.20;81.30;225.60;177.10;48.90
30/11/2013;35.20;17.40;12.80;189.00;33.10;176.50;193.20;45.90;36.10;59.90;32.50;29.90;66.70;60.00;42.10;37.60;70.40;91.40;50.00;61.80;104.90;55.40;246.00;75.00;91.10;28.60;455.80;88.60;42.40;234.70;135.60;37.60
31/12/2013;89.30;12.30;6.30;123.10;17.00;74.10;157.80;49.60;2.50;22.90;37.90;4.40;26.80;79.00;7.60;32.10;2.10;77.30;74.50;19.90;26.00;29.30;127.60;70.90;32.90;28.40;460.50;100.90;17.40;77.00;69.10;64.10
31/01/2014;58.00;3.60;2.30;83.30;4.60;3.80;67.30;1.20;0.40;5.30;4.40;1.80;9.60;6.30;3.10;4.50;0.30;9.20;7.00;7.80;11.20;6.20;112.10;17.50;1.40;0.50;177.70;10.80;3.50;33.40;92.30;10.40
28/02/2014;0.30;14.30;0.50;27.70;2.30;0.10;19.60;0.60;1.40;"0.6
";0.30;0.20;4.60;0.00;2.90;0.60;0.10;0.20;8.10;4.30;5.80;1.60;34.90;4.20;0.20;0.70;38.80;10.80;1.20;10.70;31.00;0.40
31/03/2014;2.20;9.60;1.80;24.30;7.90;0.20;37.90;11.00;10.90;"4.9
";4.30;1.00;19.90;1.30;6.10;1.40;2.30;1.10;24.90;10.60;33.70;11.30;41.00;22.60;7.00;10.10;70.50;43.00;19.10;35.50;10.50;4.00
30/04/2014;0.40;3.30;0.10;45.40;5.60;1.00;93.60;1.20;21.80;"0.3
";9.20;6.90;24.00;16.00;17.90;5.00;31.20;1.30;12.20;17.40;35.40;17.20;39.90;16.50;0.20;0.50;133.40;15.60;20.10;25.40;19.00;2.00
31/05/2014;56.00;1.80;1.50;165.60;40.40;108.70;262.30;1.80;60.00;7.00;75.80;134.10;77.70;58.90;111.20;94.70;194.50;18.80;71.10;113.70;161.20;71.70;209.90;67.20;2.40;1.00;2.00;101.30;119.80;126.50;175.10;32.90
30/06/2014;119.60;0.70;8.40;209.80;58.20;438.70;348.20;41.20;96.40;77.10;158.80;216.50;151.00;226.60;183.50;203.80;451.40;263.90;68.00;258.90;308.00;202.00;97.70;141.90;104.60;8.60;264.60;108.50;211.30;255.70;83.60;105.50
31/07/2014;103.70;3.20;64.00;131.10;44.40;242.60;150.00;116.20;99.00;"101.2
";127.90;104.50;85.20;157.30;142.50;139.70;196.10;170.90;48.20;103.30;147.80;114.50;73.10;138.50;235.10;138.50;178.20;79.90;125.10;155.60;111.30;83.50
31/08/2014;92.00;9.40;68.50;206.50;61.00;286.10;225.50;136.40;108.20;111.50;109.10;244.40;70.90;189.20;134.10;159.50;261.20;348.40;55.40;159.90;144.10;96.50;127.20;71.40;241.00;146.40;193.00;56.40;113.90;148.60;177.00;95.50
30/09/2014;93.30;2.90;164.50;231.10;99.40;437.60;461.70;132.30;98.30;112.10;106.70;281.40;164.90;183.70;148.20;158.70;407.00;247.00;221.40;255.40;217.50;154.60;234.40;196.60;202.70;139.30;372.00;345.60;138.70;355.50;193.90;108.80
31/10/2014;33.50;6.90;17.80;189.20;23.90;154.40;291.50;9.10;92.60;18.70;65.70;191.30;107.90;87.90;104.10;84.70;193.90;138.00;69.30;209.90;171.40;77.20;271.70;81.00;25.80;14.30;411.10;97.40;101.30;270.10;203.60;42.40
30/11/2014;22.20;1.40;2.90;49.10;66.10;237.70;80.10;32.50;7.10;55.30;11.90;28.50;19.60;63.20;11.10;27.40;10.50;88.50;59.70;25.00;33.10;10.20;73.90;26.50;54.20;12.40;232.90;43.40;9.80;67.20;36.00;36.40
31/12/2014;5.70;27.90;2.40;27.00;10.10;10.40;18.50;6.60;19.60;2.60;4.90;13.40;19.50;5.50;20.00;5.10;29.30;5.80;38.10;19.40;34.30;10.30;42.70;24.40;1.80;8.40;47.60;42.40;21.20;53.20;14.80;12.70
31/01/2015;7.10;21.70;26.00;90.10;26.40;1.10;82.50;38.20;0.30;32.20;4.60;0.30;19.40;6.50;1.80;1.50;0.30;42.20;24.90;19.20;30.60;9.00;73.60;23.60;29.50;54.30;294.20;26.80;8.10;79.60;46.90;19.50
28/02/2015;32.70;14.60;16.80;32.10;28.70;129.10;31.00;29.50;2.90;"37.1
";12.10;3.00;15.90;42.20;11.40;17.90;3.00;82.90;33.20;5.20;10.90;14.90;41.00;21.20;33.30;18.50;79.00;19.40;4.30;20.90;43.50;48.00
31/03/2015;90.80;37.40;14.80;82.70;71.50;306.10;52.90;54.90;19.50;"74.6
";126.50;42.10;93.90;140.20;61.50;158.70;63.10;88.30;84.70;30.40;92.80;110.10;43.20;99.60;35.00;40.90;156.30;81.10;63.50;98.80;32.50;79.30
